"issue_url","current_parent_url","desired_parent_url","sprint","reason","changes_parent"
"https://github.com/digital-bank-java/.github/issues/48","","https://github.com/digital-bank-java/.github/issues/22","Sprint 4 - Secure Customer Access and Step-Up Authorization","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/49","","https://github.com/digital-bank-java/.github/issues/29","Sprint 4 - Secure Customer Access and Step-Up Authorization","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/50","","https://github.com/digital-bank-java/.github/issues/29","Sprint 4 - Secure Customer Access and Step-Up Authorization","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/51","","https://github.com/digital-bank-java/.github/issues/29","Sprint 4 - Secure Customer Access and Step-Up Authorization","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/52","","https://github.com/digital-bank-java/.github/issues/22","Sprint 4 - Secure Customer Access and Step-Up Authorization","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/53","","https://github.com/digital-bank-java/.github/issues/21","Sprint 3 - Internal Transfers and Event Consistency","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/54","","https://github.com/digital-bank-java/.github/issues/21","Sprint 3 - Internal Transfers and Event Consistency","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/55","","https://github.com/digital-bank-java/.github/issues/32","Sprint 4 - Secure Customer Access and Step-Up Authorization","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/56","","https://github.com/digital-bank-java/.github/issues/32","Sprint 4 - Secure Customer Access and Step-Up Authorization","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/57","","https://github.com/digital-bank-java/.github/issues/22","Sprint 4 - Secure Customer Access and Step-Up Authorization","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/58","","https://github.com/digital-bank-java/.github/issues/22","Sprint 4 - Secure Customer Access and Step-Up Authorization","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/59","","https://github.com/digital-bank-java/.github/issues/30","Sprint 3 - Internal Transfers and Event Consistency","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/60","","https://github.com/digital-bank-java/.github/issues/23","Sprint 5 - Payment Rails and Notifications","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/61","","https://github.com/digital-bank-java/.github/issues/30","Sprint 3 - Internal Transfers and Event Consistency","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/62","","https://github.com/digital-bank-java/.github/issues/23","Sprint 5 - Payment Rails and Notifications","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/63","","https://github.com/digital-bank-java/.github/issues/35","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/64","","https://github.com/digital-bank-java/.github/issues/34","Sprint 6 - Operational Resilience and Observability","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/65","","https://github.com/digital-bank-java/.github/issues/34","Sprint 6 - Operational Resilience and Observability","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/66","","https://github.com/digital-bank-java/.github/issues/35","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/67","","https://github.com/digital-bank-java/.github/issues/37","Sprint 7 - AWS UAT and Production Readiness","Sprint 0 reconciliation: production documentation belongs to Sprint 7","true"
"https://github.com/digital-bank-java/.github/issues/68","","https://github.com/digital-bank-java/.github/issues/22","Sprint 4 - Secure Customer Access and Step-Up Authorization","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/69","","https://github.com/digital-bank-java/.github/issues/37","Sprint 7 - AWS UAT and Production Readiness","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/70","","https://github.com/digital-bank-java/.github/issues/25","Sprint 7 - AWS UAT and Production Readiness","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/71","","https://github.com/digital-bank-java/.github/issues/26","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/config-server/issues/6","https://github.com/digital-bank-java/config-server/issues/2","https://github.com/digital-bank-java/config-server/issues/2","Sprint 0 - Platform Foundation and Local SIT","Preserve same-Sprint relationship","false"
"https://github.com/digital-bank-java/config-server/issues/7","https://github.com/digital-bank-java/config-server/issues/8","https://github.com/digital-bank-java/config-server/issues/8","Sprint 0 - Platform Foundation and Local SIT","Preserve same-Sprint relationship","false"
"https://github.com/digital-bank-java/.github/issues/72","","https://github.com/digital-bank-java/.github/issues/18","Sprint 0 - Platform Foundation and Local SIT","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/config-server/issues/8","https://github.com/digital-bank-java/config-server/issues/2","https://github.com/digital-bank-java/config-server/issues/2","Sprint 0 - Platform Foundation and Local SIT","Preserve same-Sprint relationship","false"
"https://github.com/digital-bank-java/config-server/issues/9","https://github.com/digital-bank-java/config-server/issues/6","https://github.com/digital-bank-java/config-server/issues/6","Sprint 0 - Platform Foundation and Local SIT","Preserve same-Sprint relationship","false"
"https://github.com/digital-bank-java/config-server/issues/10","https://github.com/digital-bank-java/config-server/issues/6","https://github.com/digital-bank-java/config-server/issues/6","Sprint 0 - Platform Foundation and Local SIT","Preserve same-Sprint relationship","false"
"https://github.com/digital-bank-java/.github/issues/73","","https://github.com/digital-bank-java/.github/issues/26","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/74","","https://github.com/digital-bank-java/.github/issues/26","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/75","","https://github.com/digital-bank-java/.github/issues/26","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/76","","https://github.com/digital-bank-java/.github/issues/26","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/77","","https://github.com/digital-bank-java/.github/issues/26","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/78","","https://github.com/digital-bank-java/.github/issues/26","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/79","","https://github.com/digital-bank-java/.github/issues/36","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/80","","https://github.com/digital-bank-java/.github/issues/25","Sprint 7 - AWS UAT and Production Readiness","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/81","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/82","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/83","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/84","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/85","","https://github.com/digital-bank-java/.github/issues/22","Sprint 4 - Secure Customer Access and Step-Up Authorization","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/86","","https://github.com/digital-bank-java/.github/issues/21","Sprint 3 - Internal Transfers and Event Consistency","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/87","","https://github.com/digital-bank-java/.github/issues/24","Sprint 6 - Operational Resilience and Observability","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/88","","https://github.com/digital-bank-java/.github/issues/33","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/89","","https://github.com/digital-bank-java/.github/issues/33","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/90","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/91","","https://github.com/digital-bank-java/.github/issues/34","Sprint 6 - Operational Resilience and Observability","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/92","","https://github.com/digital-bank-java/.github/issues/34","Sprint 6 - Operational Resilience and Observability","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/93","","https://github.com/digital-bank-java/.github/issues/34","Sprint 6 - Operational Resilience and Observability","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/94","","https://github.com/digital-bank-java/.github/issues/34","Sprint 6 - Operational Resilience and Observability","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/95","","https://github.com/digital-bank-java/.github/issues/34","Sprint 6 - Operational Resilience and Observability","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/96","","https://github.com/digital-bank-java/.github/issues/34","Sprint 6 - Operational Resilience and Observability","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/97","","https://github.com/digital-bank-java/.github/issues/25","Sprint 7 - AWS UAT and Production Readiness","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/config-server/issues/14","","https://github.com/digital-bank-java/.github/issues/26","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/98","","https://github.com/digital-bank-java/.github/issues/23","Sprint 5 - Payment Rails and Notifications","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/customer-service/issues/1","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/customer-service/issues/4","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/customer-service/issues/5","https://github.com/digital-bank-java/customer-service/issues/4","https://github.com/digital-bank-java/customer-service/issues/4","Sprint 1 - Customer and Account Foundation","Preserve same-Sprint relationship","false"
"https://github.com/digital-bank-java/customer-service/issues/6","https://github.com/digital-bank-java/customer-service/issues/4","https://github.com/digital-bank-java/customer-service/issues/4","Sprint 1 - Customer and Account Foundation","Preserve same-Sprint relationship","false"
"https://github.com/digital-bank-java/customer-service/issues/7","https://github.com/digital-bank-java/customer-service/issues/4","https://github.com/digital-bank-java/customer-service/issues/4","Sprint 1 - Customer and Account Foundation","Preserve same-Sprint relationship","false"
"https://github.com/digital-bank-java/customer-service/issues/8","https://github.com/digital-bank-java/customer-service/issues/4","https://github.com/digital-bank-java/customer-service/issues/4","Sprint 1 - Customer and Account Foundation","Preserve same-Sprint relationship","false"
"https://github.com/digital-bank-java/customer-service/issues/9","https://github.com/digital-bank-java/customer-service/issues/4","https://github.com/digital-bank-java/customer-service/issues/4","Sprint 1 - Customer and Account Foundation","Preserve same-Sprint relationship","false"
"https://github.com/digital-bank-java/.github/issues/1","","https://github.com/digital-bank-java/.github/issues/34","Sprint 6 - Operational Resilience and Observability","Sprint 0 reconciliation: SonarQube strategy belongs to Sprint 6","true"
"https://github.com/digital-bank-java/.github/issues/2","","https://github.com/digital-bank-java/.github/issues/33","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/3","","https://github.com/digital-bank-java/.github/issues/34","Sprint 6 - Operational Resilience and Observability","Sprint 0 reconciliation: local SonarQube dashboard belongs to Sprint 6","true"
"https://github.com/digital-bank-java/.github/issues/4","","https://github.com/digital-bank-java/.github/issues/34","Sprint 6 - Operational Resilience and Observability","Sprint 0 reconciliation: local SonarQube tooling belongs to Sprint 6","true"
"https://github.com/digital-bank-java/.github/issues/5","","https://github.com/digital-bank-java/.github/issues/25","Sprint 7 - AWS UAT and Production Readiness","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/infra-sit/issues/1","","https://github.com/digital-bank-java/.github/issues/35","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/api-gateway/issues/1","","https://github.com/digital-bank-java/.github/issues/27","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/api-gateway/issues/3","","https://github.com/digital-bank-java/.github/issues/24","Sprint 6 - Operational Resilience and Observability","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/api-gateway/issues/4","","https://github.com/digital-bank-java/.github/issues/24","Sprint 6 - Operational Resilience and Observability","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/api-gateway/issues/5","","https://github.com/digital-bank-java/.github/issues/24","Sprint 6 - Operational Resilience and Observability","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/api-gateway/issues/6","","https://github.com/digital-bank-java/.github/issues/24","Sprint 6 - Operational Resilience and Observability","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/api-gateway/issues/7","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/account-service/issues/1","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/account-service/issues/2","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/account-service/issues/3","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/account-service/issues/4","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/account-service/issues/5","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/account-service/issues/6","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/account-service/issues/7","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/account-service/issues/8","","https://github.com/digital-bank-java/.github/issues/99","Sprint 2 - Ledger Foundation","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/customer-service/issues/13","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/customer-service/issues/15","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/config-repo/issues/6","","https://github.com/digital-bank-java/.github/issues/18","Sprint 0 - Platform Foundation and Local SIT","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/api-gateway/issues/8","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/customer-service/issues/16","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/account-service/issues/14","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/config-repo/issues/8","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/infra-sit/issues/3","","https://github.com/digital-bank-java/.github/issues/18","Sprint 0 - Platform Foundation and Local SIT","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/api-gateway/issues/9","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/api-gateway/issues/10","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/config-repo/issues/9","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/config-repo/issues/11","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/config-repo/issues/13","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/account-service/issues/15","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/customer-service/issues/17","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/customer-service/issues/19","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/account-service/issues/17","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/infra-sit/issues/5","","https://github.com/digital-bank-java/.github/issues/24","Sprint 6 - Operational Resilience and Observability","Historic epic belongs to its owning Sprint","true"
"https://github.com/digital-bank-java/infra-sit/issues/6","","https://github.com/digital-bank-java/infra-sit/issues/5","Sprint 6 - Operational Resilience and Observability","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/infra-sit/issues/7","","https://github.com/digital-bank-java/infra-sit/issues/5","Sprint 6 - Operational Resilience and Observability","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/infra-sit/issues/8","","https://github.com/digital-bank-java/infra-sit/issues/5","Sprint 6 - Operational Resilience and Observability","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/infra-sit/issues/10","","https://github.com/digital-bank-java/infra-sit/issues/5","Sprint 6 - Operational Resilience and Observability","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/customer-service/issues/23","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/config-repo/issues/17","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/account-service/issues/21","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/99","","https://github.com/digital-bank-java/.github/issues/20","Sprint 2 - Ledger Foundation","Historic epic belongs to its owning Sprint","true"
"https://github.com/digital-bank-java/.github/issues/100","","https://github.com/digital-bank-java/.github/issues/99","Sprint 2 - Ledger Foundation","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/101","","https://github.com/digital-bank-java/.github/issues/21","Sprint 3 - Internal Transfers and Event Consistency","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/102","","https://github.com/digital-bank-java/.github/issues/21","Sprint 3 - Internal Transfers and Event Consistency","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/103","","https://github.com/digital-bank-java/.github/issues/21","Sprint 3 - Internal Transfers and Event Consistency","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/104","","https://github.com/digital-bank-java/.github/issues/21","Sprint 3 - Internal Transfers and Event Consistency","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/105","","https://github.com/digital-bank-java/.github/issues/99","Sprint 2 - Ledger Foundation","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/ledger-service/issues/1","","https://github.com/digital-bank-java/.github/issues/99","Sprint 2 - Ledger Foundation","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/config-repo/issues/19","","https://github.com/digital-bank-java/.github/issues/99","Sprint 2 - Ledger Foundation","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/ledger-service/issues/3","","https://github.com/digital-bank-java/.github/issues/99","Sprint 2 - Ledger Foundation","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/infra-sit/issues/12","","https://github.com/digital-bank-java/.github/issues/35","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
